LIMO compound,LIMO docked affinity,Closest REAL compound,REAL docked affinity,Compound similarity
OC(O)(CC1=CC=CC=C1)C(=C(N))CCCC=2C(=O)C3=CC=CC=C3C(C)2,4.11549244464967E-09,O=C(NNC(=O)CCCc1ccccc1)C(O)(Cc2ccccc2)C,2.1726199462367688e-07,0.344
NC1=CC(C(=O)N)=CC2=C1CC(=O)N2CCC=CC3=CC(N)=CC(F)=C3,4.11549244464967E-09,Fc1cc(N)cc(c1)C(=O)NCCN2c3c(cccc3)CC2=O,5.824247135708563e-08,0.38
O=C(NC(=O)CC1=CC=CC=C1)NCCCCC2CC=C(C(=O)(N))CC2,4.11549244464967E-09,O=C(NCCNC(=O)Cc1ccccc1)NCCCCCC2CC2,5.225723265577915e-07,0.554
C(N)C(CC1=CC(C(=O)N)=CC=C1)CCCCC(N)=CC2=CC=CC=C2Cl,4.11549244464967E-09,Clc1c(cccc1)C=C(C(=O)NCc2cc(ccc2)C(=O)N)C,4.0860975120705305e-08,0.484
O=C(C#CC1=CC=CC=C1)NC(=O)CC=CC(=O)CC2=CC=C(C(=O)N)C=C2,4.11549244464967E-09,O=C(NCc1ccc(cc1)C(=O)N)C#Cc2ccccc2,4.3402610144769007e-07,0.558
CC(N)(C)C1=CC=CC=C1NC(=C)CCCC2=CC(C(=O)N)=CN=C(N)2,4.11549244464967E-09,Clc1c(ncc(c1)C(=O)N)C(=O)Nc2c(cccc2)C(C)(C)C,2.798559374393035e-07,0.433
N#CC1=CC=C(C(=O)(O))C=C1CC(=C(C(=O)N))C=CC2=CC(C(=O)(N))=CC=C2,4.11549244464967E-09,[O-]C(=O)Cc1c(C#N)cc(c2cc(ccc2)C(=O)N)cc1,4.196195813603635e-07,0.429
C(=O)(CC=CC1=CC(N)=CC=C1)C(=C(C(=O)C))CCCC2=CC=CC=C2,4.11549244464967E-09,O=C(N(CCCc1ccccc1)C)C=Cc2cc(N)ccc2,1.377439043709943e-07,0.508
CC(N)(C)C1=CC=CC=C1CCCC2=C(C)C=C(C(=C(=N))N)C=C2,4.11549244464967E-09,[NH2+](Cc1c(cccc1)C(C)(C)C)CCCc2c(cc(cc2)C)C,4.2983213321261525e-08,0.379
O=C(CC1=CC=CC=C1)NCCC(=C(CN))CC(=C(=O))CC2=CC=CC=C2,4.11549244464967E-09,O=C(NCCC(=O)NCCNC(=O)CCNC(=O)Cc1ccccc1)Cc2ccccc2,2.0111598492537654e-08,0.511
CN(CC1=CC=CC=C1)C(=O)CC=CC2=CC=CN=C2CC(=C)C(C(=O)N)=C,4.18554349736059E-09,O=C(N(Cc1ccccc1)C)CNC(=O)Cc2ncccc2C,5.052267137144056e-07,0.446
CSC1=CC=CC(C(=O)O)=C1CCNC(=O)C(=O)N2CC3=CC=CC=C3C(=N)2,4.18554349736059E-09,S(c1c(cccc1)CCNC(=O)C(=O)N2Cc3c(c4c(cccc4)C2)cccc3)C,1.535202879529733e-08,0.516
O=C(NC(=O)CC(=C(=O))C=CC1=CC=CC=C1)CCC2=CC3=CC=CC=C3C(=O)2,4.18554349736059E-09,O=C1OC(C(=O)NCCNC(=O)C=Cc2ccccc2)=Cc3c1cccc3,1.0514571415418938e-07,0.368
O=C1N(C2=CC=CC=C2C1)C(=O)C(C)CCC(=O)CC3=CC(C(=O)N)=CC=C3,4.18554349736059E-09,O=C1N(c2c(cccc2)C1)CC(=O)NCC(CNC(=O)Cc3cc(ccc3)C(=O)N)C,1.2121184566672398e-08,0.536
O=C(N)CCCCCCCC1=CC=CC=C1CCNC2=CCNC[CH1]2,4.18554349736059E-09,O=C(NCCc1c(cccc1)CC)CCCCC(=O)N,2.994020218722163e-07,0.444
O=C(N)C1=CC=C(C(=O)O)C=C1CCCC=CC2=CC3=CC=C(C(=O)O)C=C3C2,4.18554349736059E-09,Clc1c(ccc(c1)C(=O)NCC=CCNC(=O)C2=Cc3c(cccc3)C2)C(=O)N,1.1140246738246686e-08,0.324
O=C(NCC1=CC=CC=C1)C(C)CCC=CC=C(N)C2=CC=CC=C2,4.18554349736059E-09,O=C(NCc1ccccc1)C(CC=Cc2ccccc2)C,1.016556387001877e-07,0.5
O=C(CC1=CC=CC=C(N)1)CCC2=CC=CC=C2C3CCCC(C)C3,4.18554349736059E-09,O=C(NC1CC(CCC1)C)CCc2c(N)cccc2,5.685866541802747e-07,0.545
O=C(CC1=CC=C(C(=O)O)C=N1)C(=O)C2=CC=CC=C2CC3=CC(=O)CC=C3,4.18554349736059E-09,[O-]C(=O)c1cnc(cc1)CNC(=O)c2c(cccc2)Cc3ccccc3,3.884351956974374e-08,0.431
C(=O)=C(CC1=CC(C(=O)N)=CC=C1)CC(=C(=N))C2=CC=C(C(=O)O)C=C2,4.25678691041525E-09,O=C(NCCNC(=O)Cc1cc(ccc1)C(=O)N)c2ccc(cc2)C(=O)N,4.0860975120705305e-08,0.404
O=C(CC1=CC(C(=O)N)=CC=C1)CCC=CC=C2C=CC(C(=O)O)=CC2=C,4.25678691041525E-09,O=C(N)c1cc(ccc1)CC(=O)NCC=CCNC(=O)CCC=C,1.016556387001877e-07,0.397
C=CC1=C(C(=O)N)C=CC=C1CC(=O)C2=CC3=CC(C(=O)O)=CC(C(=O)N)=C3S2,4.25678691041525E-09,Brc1c2SC(C(=O)OCc3c(cccc3)C(=O)N)=Cc2ccc1,1.5765683215060107e-07,0.362
CC(CC1=CC=CC=C1N)C(C)CCNC(=O)NC2=CC=CC(N)=C2,4.25678691041525E-09,O=C(Nc1cc(NC(=O)NCCC)ccc1)NCc2c(N)cccc2,5.6309243537968836e-08,0.556
C(C(=O)C)=C(CC1=CC=CC(C(=O)C(N))=C1)N2CCCC(C3=CC=C(C(=O)O)C=C3)=C2,4.25678691041525E-09,[O-]C(=O)c1cc(ccc1)CN(C(=O)c2ccc(cc2)C3=CCCC3)C,1.9305160040558177e-07,0.392
CC1=C(C(=C(N))N)C=CC=C1CCCC(=O)C(=O)CC2=NC3=CC=CC=C3S2,4.25678691041525E-09,S1c2c(N=C1CCCC(=O)Nc3c(c(ccc3)C(=O)N)C)cccc2,5.1752274145034865e-08,0.5
CC(N)(C)C1=CC=CC=C1C(=O)CNC2=CC=CC3=C2C=CC(C(=O)N)=C3,4.25678691041525E-09,FC(F)(F)c1c(cccc1)C(=O)CNC(=O)c2c3c(cc(c2)C(=O)N)cccc3,3.884351956974374e-08,0.492
O=C(CC1=CC=CC=C1)C(=O)CC=C(C=CC(N)=C)C2=CC=CC(C(=O)N)=C2,4.25678691041525E-09,O=C(N)c1cc(ccc1)CNC(=O)C(=C)Cc2ccccc2,1.069354314392057e-07,0.455
C(=O)=C(CC1=CC(C(=O)O)=CC=C1)N2CC=CC(C3=CC=CC(C(=O)(O))=C3)=C2,4.25678691041525E-09,[O-]C(=O)c1cc(c2cc(NC(=O)Cc3cc(ccc3)C(=O)N)ccc2)ccc1,5.483182152299871e-09,0.397
CC(N)(C)C1=CC=CC=C1CCC(=O)CCC(C(=O)N)CC2=CC=CC=C2,4.25678691041525E-09,O=C(N)C([NH2+]Cc1c(cccc1)C(C)(C)C)Cc2ccccc2,1.1440416335501127e-07,0.439
O=C(CC1=CC=C(O)C=C1)NCC2=CC=CC=C2CCC(N)C=C(N),4.25678691041525E-09,O=C(NCc1c(cccc1)C[NH3+])Cc2ccc(O)cc2,3.149523704937078e-07,0.6
O=C(CC1=CC(N)=C(C(=O)N)C1)CCCCC=CC2=CC=C(C(=O)O)C=C2,4.25678691041525E-09,O=C(N)c1ccc(cc1)CC(=O)NCCCCNC(=O)CCC=Cc2ccccc2,5.352905056385263e-08,0.329
NC(CC1=CC=CC=C1)C2CCCN(C3=CC=CC(C(=O)C(C(=O)C))=C3)C2,4.25678691041525E-09,O=C(NC(C1CCCC1)Cc2ccccc2)c3cc(N4CCCC4)ccc3,9.73317210837087e-09,0.508
CC1=CC=CC=C1CC(=C(N))CCC=CC2=CC3=CC(C(=O)C)=CC=C3N2C,4.25678691041525E-09,O=C(NCC=CCNC(=O)Cc1c(cccc1)C)C=CC=2N(c3c(cccc3)C2)C,3.1950013480674694e-09,0.444
O=C(CCC1=CC=CC(N)=C1)NC2CCCC3=CC=C(C(=O)N)N=C32,4.25678691041525E-09,O=C(NC1c2ncccc2CCC1)CCc3cc(N)ccc3,3.819341775176634e-08,0.712
NC1=CC=CC=C1CC2=CC=CC=C2CCC(N)C3=CC(N)=CC=N3,4.25678691041525E-09,O=C(NCc1c(N)cccc1)c2nccc(N)c2,1.463118529005241e-06,0.389
O=C(CCC1=CC(=C(C(=O)O))CC=C1)NC(=O)C(=O)NC(=O)C2=CC=CC=C2,4.32924297934287E-09,O=C(NC(=O)COC(=O)C=C1CCC1)c2ccccc2,1.4386311492271292e-06,0.339
CC(N)(C)C1=CN=CC=C1NC(C)C(=O)NC(=O)C2=CC(N)=CC=C2,4.32924297934287E-09,FC(F)(F)c1c(ccnc1)C(=O)NCC(CNC(=O)c2cc(N)ccc2)C,3.36949708418157e-07,0.478
CC(N)(C)C1=CC=CC=C1NC(=O)C(C)CCCC2=CC=CC(N)=C(N)2,4.32924297934287E-09,O=C(Nc1c(cccc1)C(C)(C)C)C(CCCc2ccccc2)C,1.1248944616653033e-07,0.554
O=C(NCC1=CC=CC=C1)NC(=O)CCCC=CC2=CNCC(C(=O)C)=C2,4.32924297934287E-09,S(CCC(=O)NC(=O)NCc1ccccc1)CCC=Cc2ccccc2,1.5613340361974413e-08,0.469
O=C(CCC1=CC=CC=C1)NC(=O)NCC(=C(N))C=CC2=CC(C(=O)O)=CC=C2C,4.32924297934287E-09,O=C(NCCNC(=O)CCc1ccccc1)C=Cc2c(cc(c(c2)C)C)C,3.7554196316885365e-08,0.455
C(C(=C(=N)))CC1=CC=CC(C(=O)N)=C1CCC(=O)NCC2=CC=CC=C2O,4.32924297934287E-09,O=C(N)c1c(cccc1)CCC(=O)NCc2c(O)cccc2,5.138263317745444e-07,0.623
O=C(C)C1=C(C(=O)O)C=CC2=C1C=CC=C2CC3CC4=CC=CC(C(=O)N)=C4C3,4.32924297934287E-09,[O-]C(=O)c1c2c(c(cc1)C(=O)N3Cc4c(c(ccc4)C(=O)N)CC3)cccc2,2.6795227883814164e-08,0.388
CC1=CC=CC=C1NNC(=O)CCC=C2CC(=O)SC3=CC=CC(N)=C32,4.32924297934287E-09,S1c2c(N(c3c1cccc3)CCC(=O)NNc4c(cccc4)C)cccc2,9.73317210837087e-09,0.453
O=C(C)C1=CC=CC=C1CC2=CC=CC=C2[NH1]CC(C(=O)O)CC3=CC=CC=C3,4.32924297934287E-09,[O-]C(=O)C(CNC(=O)c1c(cccc1)Cc2ccccc2)Cc3ccccc3,1.2967769059876142e-08,0.588
O=C(CCC1=CC=C(C(=O)N)C=C1)NC(=O)CNC(=O)C2=CC(=C)C=C(N)2,4.32924297934287E-09,O=C(NCC(=O)NCCNC(=O)CCc1ccc(cc1)C(=O)N)c2ccc(N)cc2,5.088612586911091e-08,0.519
O=C(N)C1=CCCC=C1NC(=O)CCN2CCCC3=C(C(=O)N)C=CC=C32,4.32924297934287E-09,O=C(N)c1c2c(N(CCC2)CCCC(=O)Nc3c(cccc3)C(=O)C)ccc1,8.361495206493742e-09,0.578
CN(CC1=CC=CC(C(=C)(N))=C1)C(=O)C(=C(C(=O)N))C=CC2=CC=CC=C2F,4.32924297934287E-09,Fc1c(cccc1)C=CC(=O)N(Cc2cc(ccc2)C(=O)N)C,1.8351993794011885e-07,0.627
CSC1=CC=CC=C1CCNC(=O)CC2=CC3=CC=CC(C(=C)C(N))=C3[NH1]2,4.40293234512913E-09,S(c1c(cccc1)CCNC(=O)CC=2NC(=O)NC(=O)C2)C,4.196195813603635e-07,0.571
CC1=CC=CC=C1CCC=CC(=O)CC=CC2=CC=CC(C(=O)N)=C2C#N,4.40293234512913E-09,O=C(OCCc1c(cccc1)C)C=Cc2c(C#N)cccc2,7.575434133745734e-07,0.409
N=C(CC1=CC=CC=C1)CC2=C(C(=O)N)C=C(C3=CC=CC=C(N)3)C(=O)2,4.40293234512913E-09,O=C(N)C=1C(=O)c2c(N(C1)Cc3ccccc3)cccc2,7.8355164770535e-07,0.328
O=C(NCC1=CC=CC=C1)NCCC=2C(C(=O)C)C3=CC=CC=C3C2,4.40293234512913E-09,O=C(NCc1ccccc1)NCCc2ccc(cc2)C(=O)C,1.686681181030728e-07,0.52
CN(C(=O)C1=CC=CC=C1NNCC)C(=O)CC2=CC=CC(C(=C)N)=C2F,4.40293234512913E-09,Fc1c(F)cccc1CC(=O)N(CCN(C(=O)c2c(NC(=O)N)cccc2)C)C,8.732950843165047e-08,0.477
O=C(CCC1=CC(C(=O)N)=CC=C1)C(N)CCC(C(=O)O)=CC2=CC=CC=C2,4.40293234512913E-09,O=C(N)c1cc(ccc1)CCNC(=O)C(=Cc2ccccc2)CC,4.837369201753731e-08,0.5
O=C(C(=O)C1=CC=CC(C(=O)N)=C1)N(C)C=CN2C3=CC=CC=C3CCC(=O)2,4.40293234512913E-09,O=C(N)c1cc(ccc1)CN(C(=O)CN2c3c(cccc3)CCC2=O)C,1.9444039222013203e-08,0.485
C=C(C(=O)C1=CC(C(=C)N)=CC=C1)CCC(=O)C=CC2=CC=CC(N)=N2,4.40293234512913E-09,O=C(N)c1cc(c2nc(N)ccc2)ccc1,1.539110010486632e-06,0.339
CN(CC1=CC(C(=O)O)=CC=C1)C(=C(=C(N)))C=CC=CC2=CC=CC(C)=C2,4.40293234512913E-09,[O-]C(=O)c1cc(ccc1)CN(C(=O)C=Cc2cc(ccc2)C)C,1.2239453674810362e-07,0.655
C(C(=O)O)C(CC1=CC(C(=O)N)=CC=C1)N2CCCC(C3=CC=CC=C3)=C(N)2,4.40293234512913E-09,O=C(N)c1cc(ccc1)CC(=O)N2CCN(C(=O)C3=C(c4ccccc4)CCC3)CC2,8.945490289059996e-09,0.471
O=C(NCC1=CC=CC=C1)NCCC2C(C)CC3=CC=C(C(=O)C)C=C3C=2,4.40293234512913E-09,O=C(NCc1ccccc1)NCCc2ccc(cc2)C(=O)C,1.686681181030728e-07,0.556
O=C(CC1=CC(C(=O)O)=CC=C1)NC(=O)CC=C2C=C(C(=O)C(N))C=CC2=C,4.40293234512913E-09,O=C(N)c1cc(ccc1)CC(=O)NCCNC(=O)CC=CC=C,1.9305160040558177e-07,0.319
C(=O)(N)C1=CC=CC=C1CSC2=CC(C(=O)O)=CC=C(C(=C(=C(=C)))C(N))2,4.40293234512913E-09,Clc1cc(SCC)c(cc1)C(=O)OCc2c(cccc2)C(=O)N,1.5501821972997198e-07,0.353
O=C(CC1=CC=CC=C1)NCCC2C(=O)C(=O)C=C2SC3=CC=CC=C3,4.47787600009615E-09,S(c1ccc(cc1)C(=O)NCCNC(=O)Cc2ccccc2)c3ccccc3,8.648564861970537e-09,0.51
CC(N)(C)C1=CC=CC=C1CC(=O)NC(CC)C2=CC=C(C(=O)N)C=C2C,4.47787600009615E-09,O=C(N)c1cc(c(NCc2c(cccc2)C(C)(C)C)cc1)C,1.377439043709943e-07,0.459
C(N)CCCCC1=CC=CC=C1CC(=O)NC2(C)C3=CC=CC=C3CC2,4.47787600009615E-09,O=C(NC1(c2c(cccc2)CC1)C)Cc3c(cccc3)CC,6.779696498481721e-08,0.7
C(O)#CC1=CC(C(=O)(N))=CC=C1C(=C)CCC2=CC=CC=C2C(=O)N,4.47787600009615E-09,O=C(N)c1c(cccc1)CCC(=O)Nc2c(O)cc(cc2)C(=O)N,9.434050306048823e-07,0.482
CC1=CC=C(C(=O)N)C=C1CC(=O)C2=CC=CC=C2C(C(=C(=N))C(CC)),4.47787600009615E-09,Fc1c(cccc1)CC(=O)c2c(c3c(ccc(c3)C(=O)N)C)cccc2,2.1516260497613893e-08,0.475
C(=O)(N)C(CC1=CC(C(=O)N)=CC=C1)N2CCN(CC3=CC=CC(C(=O)(N))=C3)C(=O)2,4.47787600009615E-09,O=C1N(C(=O)CCN1Cc2cc(ccc2)C(=O)N)Cc3cc(ccc3)C(=O)N,2.9364377013420533e-09,0.577
O=C(CC1=CC=CC=C1)NCCCC2=CC(C(=O)N)=C(C)C(N)=C2C,4.47787600009615E-09,O=C(NCCNC(=O)Cc1ccccc1)c2c(c(ccc2)C(=O)N)C,6.666228587545246e-08,0.547
O=C(CC1=CC=CC=C1)NCC=CC=CCC2=CC=CC(C(=O)C(N))=C2,4.47787600009615E-09,O=C(N)c1cc(ccc1)CC(=O)NCC=CCNC(=O)CCNC(=O)Cc2ccccc2,3.5102517843139754e-08,0.518
O=C(NC1=CC=CC(C(=O)N)=C1)CCCC2C=CC3=CC=C(C)C=C3C2,4.47787600009615E-09,O=C(N)c1cc(NC(=O)CCCc2c(ccc(c2)C)C)ccc1,8.881597064258669e-08,0.548
O=C(NCC1=CC=CC=C1)C(N)CN2CC(=N)C3=CC(C(=O)(O))=CC=C3C2,4.47787600009615E-09,[O-]C(=O)c1cc2c(cc1)C[NH+](C2)CC(=O)NCc3ccccc3,1.400884853987751e-07,0.525
C(=O)=C(CCC1=CC=CC=C1)CCN(C(=O)C)C(=O)CC[NH1]C2=CC=CC=C2,4.47787600009615E-09,O=C(N(CCc1ccccc1)C)CCNc2ccccc2,6.186527048637454e-07,0.56
CCCC1=CC=CC=C1CCC(=C(C(N)))C=CC2=CC3=CC=CC=C3[NH1]2,4.47787600009615E-09,O=C(OCc1c(cccc1)CCC)CCC=2C(=O)Nc3c(cccc3)C2,5.1752274145034865e-08,0.435
O=C(N)NC(=O)CCCC=CC1=CC(C(=O)N)=CC=C1CCC2=CC=C[NH1]2,4.47787600009615E-09,O=C(Nc1c(ccc(c1)C(=O)N)C[NH+](C)C)NCCC=2NC=CC2,1.0514571415418938e-07,0.403
NC=CC(N)=CC1=CC=CC=C1NC(=O)CC2=CC=CC(N)=C2C,4.47787600009615E-09,O=C(Nc1c(c(N)ccc1)C)Cc2c(NC(=O)C)cccc2,1.9305160040558177e-07,0.537
CC1=CC=C(C(=O)C(N))C=C1CCCCNC(=O)CC2=CC3=CC=CC=C3C2,4.47787600009615E-09,O=C(NCCCCNC(=O)CCCc1c(ccc(c1)C)C)CC2=Cc3c(cccc3)C2,1.2121184566672398e-08,0.694
C(=O)(C(N))C(CCC1=CC=CC(C(=O)N)=C1)=C(C)C(=O)SC2=CC=CC=C2,4.47787600009615E-09,S(c1ccccc1)CCC(=O)NCCc2cc(ccc2)C(=O)N,1.2239453674810362e-07,0.459
O=C(NCC1=CC=CC=C1)C(C)CCC(C(=O)C)CC2=CC=CC(C(=O)(N))=C2,4.47787600009615E-09,O=C(N)c1cc(ccc1)CNC(=O)C(CCCc2ccccc2)C,3.7554196316885365e-08,0.66
CC(CC1=CC(C(=O)C)=CC=C1)=CCCC2NCC3=CC=CC=C3C2,4.47787600009615E-09,O=C(NCC1[NH2+]Cc2c(cccc2)C1)c3cc(ccc3)C(=O)C,6.44495812539366e-08,0.552
CC1=C(C(=O)C(N))C=CC=C1CC(=O)N(C)C2=CC3=CC(F)=CC=C3CC2,4.47787600009615E-09,Fc1cc(N(C(=O)Cc2c(c(ccc2)C)C)C)c(cc1)C,9.120908228220764e-07,0.444
CC(N)(C)C1=CC=CC=C1NCCC(=O)C(C)=CC2=CC(C(=O)O)=CC=C2CC,4.55409529388287E-09,[O-]C(=O)c1cc(NC(=O)CCNc2c(cccc2)C)c(cc1)CC,2.2096007732997598e-07,0.463
CC=C1C=C(C(=O)NC(=O)CCC2=CC=CC=C2C(=N)(N))C=C1,4.55409529388287E-09,O=C(N)c1c(cccc1)CCC(=O)NCCNC(=O)C=CC,1.9305160040558177e-07,0.41
CC(CC1=CC(C(=O)N)=CC=C1)C(C)CCCC(=O)CNCC2=CC=CC=C2,4.55409529388287E-09,O=C(N)c1cc(ccc1)CNC(=O)CCCC(c2ccccc2)C,5.003447382254635e-08,0.468
C(C(=O)C(N))=C(CC1=CC=CC(C(=O)N)=C1)C(=C)C=CC2=CC=CC=C2F,4.55409529388287E-09,Fc1c(cccc1)C=CC(=O)NCCNC(=O)Cc2cc(ccc2)C(=O)N,4.2983213321261525e-08,0.556
CCC1=CC=CC=C1CC(=O)NC2=CC=CC=C2C=C(N)C=CS,4.55409529388287E-09,O=C(Nc1c(cccc1)C=C)Cc2c(cccc2)CC,2.572078807222593e-07,0.625
C(C(=O)C(N))=C(CCC1=CC=CC=C1Cl)C(=O)C=CC2=CC(N)=CC=C2,4.55409529388287E-09,Clc1c(cccc1)CCNC(=O)C=Cc2cc(N)ccc2,3.4268503222272783e-07,0.569
CCC1=C(C(=O)(N))C=CC=C1CC(=O)CCCC=C(C(N))C2=CC=CC=C2,4.55409529388287E-09,O=C(N)c1c(cccc1)CC(=O)OCCCC(=O)c2ccccc2,3.4268503222272783e-07,0.359
CCC1=CC=C(C(=O)N)C=C1CCCC=CC2=CC3=CC=CC=C3C(=O)2,4.55409529388287E-09,O=C1OC(C(=O)NCC=CCNC(=O)c2cc(c(cc2)CC)CC)=Cc3c1cccc3,1.8484016003142754e-08,0.414
O=C(CCC(C(O))CC1=CC=CC(C(=O)N)=C1)NC(=O)CCC2=CC=CC=C2,4.55409529388287E-09,O=C(N)c1cc(ccc1)CNC(=O)CCc2ccccc2,2.0307831856022632e-07,0.569
C=C(CCC1=CC=CC(C(=O)N)=C1)CCC=CCC(N)C2=CC=CC=C2,4.55409529388287E-09,O=C(N)c1cc(ccc1)CCNC(=O)CCC([NH3+])c2ccccc2,6.895095781354073e-08,0.533
CCC1=CC=CC=C1CC(=C(=C(C(=O)N)))CNC(=O)C2=CC(C)=CC=C2,4.55409529388287E-09,O=C(NCCNC(=O)Cc1c(cccc1)CC)c2cc(ccc2)C,6.666228587545246e-08,0.593
CC(CC1=CC(C(=O)C)=CC=C1)NCCCC(C2)CC3=CC=CC=C3C2,4.55409529388287E-09,O=C(Nc1cc(ccc1)C(=O)C)C([NH2+]CCC2Cc3c(cccc3)CC2)C,6.82846888359762e-09,0.585
O=C(NC(=O)C=C(N)C1=CC=CC=C1)C(=C)C2=CC(C(=O)N)=CC=C2C,4.55409529388287E-09,O=C(NNC(=O)c1ccccc1)c2c(ccc(c2)C(=O)N)C,3.989014303322279e-07,0.52
O=C(CC=C(N)C1=CC(C(=O)N)=CC=C1)CCC=C(C(N))NC2=CC=CC=C2,4.55409529388287E-09,O=C(Nc1cc(ccc1)C(=O)N)c2cc(ccc2)C(=O)Nc3ccccc3,2.341084275815843e-08,0.453
CC1=C(C(=O)N)C=CC=C1CC(=O)CC(C)C=CC2=CC=CC(C)=C2,4.55409529388287E-09,O=C(N)c1c(cccc1)COC(=O)C=Cc2cc(ccc2)C,2.529031392181985e-07,0.492
CC(N)(N)CCC1=CC=CC=C1CNC(=O)CC2=CC=C(C)C=C2CC,4.55409529388287E-09,O=C(NCc1c(cccc1)CC)Cc2c(cc(cc2)C)C,1.6306955934488175e-07,0.62
CC(N)(C)C1=CC=CC=C1CCC(=C)CC(C(=O)N)NC2=CC=CC=C2,4.55409529388287E-09,O=C(Nc1c(cccc1)CCC(=O)N)C(Nc2ccccc2)C,1.2659662699976492e-07,0.393
CCC1=CC=CC=C1CC=C(C(=C)C(N))C=CNC(=O)NC2=CC=CC=C2C,4.55409529388287E-09,O=C(Nc1c(cccc1)C)NCc2c(cccc2)CC,4.056912532995847e-07,0.482
O=C(CC1=CC=CC=C1)NSC=CC(=O)CC2=CC=CC(C(=O)(N))=C2F,4.55409529388287E-09,Fc1c(cccc1C(=O)N)C(=O)NNC(=O)Cc2ccccc2,3.0968119242070426e-07,0.519
O=C(CCC1=CC=C(N)C=C1)CC(C(=O)C)CCC2=CC=CC(C(=C)N)=C2,4.55409529388287E-09,O=C(N)c1cc(ccc1)CCNC(=O)CCc2ccc(N)cc2,4.2263827811601667e-08,0.458
CCC1=CC=CC=C1C(C)(C(C(=O)N))CCNC(=O)C2=CC(N)=CC=C2,4.55409529388287E-09,FC(F)(c1c(cccc1)CC)C(=O)NCCNC(=O)c2cc(N)ccc2,7.759802350413329e-08,0.632
O=C(C1=CC=CC=C1)NC(=O)CCC(=O)CC(C)C2=NC=C(N)C(C(=O)N)=C2,4.55409529388287E-09,Brc1ncc(N)c(c1)C(=O)OCC(=O)NC(=O)c2ccccc2,3.7920621007542017e-07,0.453
CCC1=CC=CC=C1NC(=O)CCCC2=C(C(=C(N))N)C(N)=CN=C2Cl,4.63161193952685E-09,Clc1ncc(cc1N)C(=O)OCC(=O)Nc2c(cccc2)CC,4.72243623145164e-07,0.485
O=C(NC1=CC=CC=C1C)C=CCC(C(=O)C(N))CC2=CC(C(=O)C)=CC=C2F,4.63161193952685E-09,Fc1c(cc(cc1)C(=O)Nc2c(cccc2)C)CC=C(C)C,1.9305160040558177e-07,0.47
CC1=CC(O)=CC=C1CNC(=O)CC(=C(N))C=CC=C[NH1]C2=CC=CC=C2,4.63161193952685E-09,O=C(Nc1ccccc1)NCC(=O)NCc2c(O)cc(O)cc2,1.9825330037728215e-06,0.406
O=C(NC(=O)CC=CC=CC1=CC(C(=O)O)=CC=C1)C=CC2=CC3=CC=CC=C3C2,4.63161193952685E-09,O=C(NCC=CCNC(=O)CC1=Cc2c(cccc2)C1)C=CC=Cc3ccccc3,1.977500214680861e-08,0.411
CC(N)(C)C1=CC=CC=C1NC(=O)NCCCCC=C(N)C2=CC=CC=C2,4.63161193952685E-09,O=C(Nc1c(cccc1)C(C)(C)C)NCCCCc2ccccc2,2.3639267585660755e-07,0.518
CNC1=CC=CC(C(=O)N)=C1CC=CCCC2=C(N)C3=CC=CC=C3S2,4.63161193952685E-09,ClC=1c2c(SC1CNc3c(c(ccc3)C(=O)N)C)cccc2,1.5242376825949801e-07,0.446
O=C(CC1=CCCC=C1N)C2CCC(C3=CC(C(=O)N)=CC=C3)CC2,4.63161193952685E-09,O=C(NCc1cc(ccc1)C(=O)N)c2cc(ccc2)C3CC3,8.732950843165047e-08,0.482
CC1=CC=C(N)C=C1C(=O)NC=C(CCC2=CC=CC(N)=C2C#N)C(C(=O)C),4.63161193952685E-09,O=C(Nc1c(cccc1)CCC(=O)N)c2c(ccc(N)c2)C,6.231032238480951e-08,0.433
O=C(CSC1=CC=CC(C(=O)N)=C1)C=C(C(C))C(=O)C(N)=CC2=CC=CC=C2,4.63161193952685E-09,O=C(N)c1cc(NC(=O)C(=Cc2ccccc2)CC)ccc1,7.376672572429295e-08,0.492
O=C(CC1=CC(C(=C)N)=CC=C1)CSC=CCNCC2=CC=CC=C2Cl,4.63161193952685E-09,Clc1c(cccc1)C[NH2+]Cc2cc(ccc2)C(=O)N,3.2576542082219587e-07,0.508
O=C(NCCCC(=O)(N))C1=CC=CC=C1C=CC=CC2=CCCC[NH1]2,4.63161193952685E-09,O=C(NCCCC(=O)N)c1c2NCCCc2ccc1,8.242477699578632e-07,0.508
O=C(NC1=CC=CC(C(=O)N)=C1)CCC(=O)CC(C(=O)O)=C2C=C(C(C)C)C=CC2=C,4.63161193952685E-09,O=C(N)c1cc(NC(=O)COC=2C(=O)C=CC=C(C2)C(C)C)ccc1,9.18652303100925e-08,0.44
CC(C)(C)C1=CC=CC=C1CCCCC(C)C(N)(N)C2=CC=CC=C2,4.63161193952685E-09,[NH2+](C(CCCCc1ccccc1)C)Cc2c(cccc2)C(C)(C)C,5.003447382254635e-08,0.49
CC(=C(C(=N)N))C1=CC=CC=C1CC(=O)NC(=C)C2=CC=CC=C2,4.63161193952685E-09,O=C(N)c1c(cccc1)CC(=O)NCC(=O)c2ccccc2,1.0338595034593203e-07,0.434
CCC1=C(C(=O)N)C=CC=C1CCC(=O)C=C2C=CC3=CC(C(=O)C)=CC=C3C2,4.63161193952685E-09,O=C(N)c1c(cccc1)CCC(=O)Nc2cc(ccc2)C(=O)C,7.891884314063093e-08,0.397
